City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Dakar,SN,14.6937,-17.4441,77.13,50,0,13.8,clear sky,2022-11-27 07:51:07
1,Punta Arenas,CL,-53.15,-70.9167,42.91,70,40,3.44,scattered clouds,2022-11-27 07:51:08
2,Mahebourg,MU,-20.4081,57.7,80.89,61,40,13.8,scattered clouds,2022-11-27 07:47:07
3,Volgorechensk,RU,57.4393,41.1555,15.67,95,95,6.11,overcast clouds,2022-11-27 07:51:08
4,Puerto Ayora,EC,-0.7393,-90.3518,66.54,98,95,6.38,overcast clouds,2022-11-27 07:51:09
5,Hilo,US,19.7297,-155.09,69.53,90,20,3.44,few clouds,2022-11-27 07:51:09
6,Dingle,PH,10.9995,122.6711,82.17,74,12,10.25,few clouds,2022-11-27 07:51:10
7,Inuvik,CA,68.3499,-133.7218,-3.14,80,100,5.75,light snow,2022-11-27 07:51:10
8,Rikitea,PF,-23.1203,-134.9692,74.43,80,73,6.06,broken clouds,2022-11-27 07:51:11
9,Port Hardy,CA,50.6996,-127.4199,37.58,93,40,10.36,scattered clouds,2022-11-27 07:51:11
10,Busselton,AU,-33.65,115.3333,71.94,44,0,13.42,clear sky,2022-11-27 07:50:17
11,Jamestown,US,42.097,-79.2353,45.99,64,0,6.91,clear sky,2022-11-27 07:47:08
12,Quelimane,MZ,-17.8786,36.8883,84.15,74,40,11.5,scattered clouds,2022-11-27 07:51:12
13,Arraial Do Cabo,BR,-22.9661,-42.0278,72.63,94,100,25.1,overcast clouds,2022-11-27 07:51:13
14,Hami,CN,42.8,93.45,23.94,15,100,19.06,overcast clouds,2022-11-27 07:50:33
15,Azul,AR,-36.777,-59.8585,58.17,88,4,6.91,clear sky,2022-11-27 07:51:14
16,Severo-Kurilsk,RU,50.6789,156.125,36.23,88,100,9.26,overcast clouds,2022-11-27 07:51:14
17,Lianzhou,CN,24.7811,112.3825,70.52,99,100,3.6,overcast clouds,2022-11-27 07:51:15
18,Hobart,AU,-42.8794,147.3294,56.05,54,75,13.8,broken clouds,2022-11-27 07:50:04
19,Kahului,US,20.8947,-156.47,70.84,91,100,10.36,mist,2022-11-27 07:51:15
20,Rawson,AR,-43.3002,-65.1023,56.1,86,100,10.42,overcast clouds,2022-11-27 07:46:37
21,Umm Bab,QA,25.2142,50.8072,80.28,39,8,7.54,clear sky,2022-11-27 07:51:16
22,Lasa,IT,46.6166,10.7002,32.88,51,12,3.58,few clouds,2022-11-27 07:46:57
23,Khatanga,RU,71.9667,102.5,4.26,95,100,10.25,overcast clouds,2022-11-27 07:47:18
24,Ostersund,SE,63.1792,14.6357,34.61,100,100,12.66,overcast clouds,2022-11-27 07:47:43
25,Pula,HR,44.8683,13.8481,51.57,57,0,18.41,clear sky,2022-11-27 07:51:17
26,Butaritari,KI,3.0707,172.7902,81.43,76,100,9.86,overcast clouds,2022-11-27 07:51:18
27,Banjar,ID,-8.19,114.9675,81.28,87,83,3.44,light rain,2022-11-27 07:51:18
28,San Cristobal,VE,7.7669,-72.225,64.72,98,100,1.81,overcast clouds,2022-11-27 07:51:19
29,Cape Town,ZA,-33.9258,18.4232,73.11,59,0,19.57,clear sky,2022-11-27 07:51:19
30,Coquimbo,CL,-29.9533,-71.3436,60.53,88,100,3.44,overcast clouds,2022-11-27 07:48:13
31,Kaitangata,NZ,-46.2817,169.8464,48.25,76,99,2.64,overcast clouds,2022-11-27 07:51:20
32,Ushuaia,AR,-54.8,-68.3,42.46,81,0,6.91,clear sky,2022-11-27 07:51:21
33,Lebu,CL,-37.6167,-73.65,55.87,85,6,12.03,clear sky,2022-11-27 07:51:21
34,Vanderhoof,CA,54.0166,-124.0198,27.45,67,13,11.7,few clouds,2022-11-27 07:51:22
35,Ponta Do Sol,PT,32.6667,-17.1,66.83,74,95,4.25,overcast clouds,2022-11-27 07:51:22
36,Medicine Hat,CA,50.0501,-110.6683,36.21,65,100,18.41,overcast clouds,2022-11-27 07:51:01
37,Katsuura,JP,35.1333,140.3,59.2,66,89,14.85,overcast clouds,2022-11-27 07:50:27
38,Prescott,US,34.54,-112.4685,39.11,38,0,4.61,clear sky,2022-11-27 07:51:23
39,Phan Thiet,VN,10.9333,108.1,82.87,75,84,12.68,broken clouds,2022-11-27 07:51:24
40,Vanimo,PG,-2.6741,141.3028,82.36,75,100,5.53,overcast clouds,2022-11-27 07:51:24
41,Bredasdorp,ZA,-34.5322,20.0403,71.11,49,27,14.27,scattered clouds,2022-11-27 07:51:25
42,Kautokeino,NO,69.0125,23.0412,27.79,93,96,18.79,overcast clouds,2022-11-27 07:51:25
43,Torbay,CA,47.6666,-52.7314,40.57,96,100,34.52,moderate rain,2022-11-27 07:51:26
44,Mataura,NZ,-46.1927,168.8643,48.87,74,100,2.24,overcast clouds,2022-11-27 07:52:26
45,Lac Du Bonnet,CA,50.2536,-96.0612,21.67,98,100,2.98,overcast clouds,2022-11-27 07:52:27
46,Pampierstad,ZA,-27.7832,24.6877,78.66,45,1,10.42,clear sky,2022-11-27 07:52:28
47,Cherskiy,RU,68.75,161.3,-35.75,100,27,2.57,scattered clouds,2022-11-27 07:52:28
48,East London,ZA,-33.0153,27.9116,67.14,88,40,2.3,scattered clouds,2022-11-27 07:52:29
49,Chipinge,ZW,-20.1883,32.6236,65.19,88,100,1.63,light rain,2022-11-27 07:52:29
50,Kolosovka,RU,56.4678,73.611,-3.71,82,0,4.03,clear sky,2022-11-27 07:52:30
51,Sitka,US,57.0531,-135.33,31.89,86,20,4.61,few clouds,2022-11-27 07:52:30
52,Yulara,AU,-25.2406,130.9889,90.0,25,47,12.93,scattered clouds,2022-11-27 07:52:31
53,Nikolskoye,RU,59.7035,30.7861,15.69,91,100,5.93,light snow,2022-11-27 07:52:31
54,Albany,US,42.6001,-73.9662,41.31,65,100,3.24,overcast clouds,2022-11-27 07:51:20
55,Huarmey,PE,-10.0681,-78.1522,65.8,89,96,6.76,overcast clouds,2022-11-27 07:52:32
56,Maralal,KE,1.0968,36.698,69.21,51,84,7.96,broken clouds,2022-11-27 07:52:33
57,Laguna,US,38.421,-121.4238,56.01,76,0,0.0,clear sky,2022-11-27 07:52:33
58,Sabha,LY,27.0377,14.4283,58.57,50,0,13.22,clear sky,2022-11-27 07:52:34
59,Villarrica,PY,-25.75,-56.4333,66.07,80,2,2.68,clear sky,2022-11-27 07:52:34
60,Ilulissat,GL,69.2167,-51.1,6.82,85,100,4.7,overcast clouds,2022-11-27 07:48:57
61,Esperance,AU,-33.8667,121.9,60.48,62,69,12.82,broken clouds,2022-11-27 07:52:35
62,Kapaa,US,22.0752,-159.319,70.12,68,75,5.75,broken clouds,2022-11-27 07:52:36
63,Bradford,GB,53.7939,-1.7521,50.63,85,20,5.75,few clouds,2022-11-27 07:52:36
64,Norman Wells,CA,65.282,-126.8329,12.24,85,100,14.97,light snow,2022-11-27 07:52:37
65,Chuy,UY,-33.6971,-53.4616,64.76,98,28,5.06,scattered clouds,2022-11-27 07:49:07
66,Sola,VU,-13.8833,167.55,82.71,67,41,8.19,scattered clouds,2022-11-27 07:52:38
67,Atuona,PF,-9.8,-139.0333,77.83,73,8,14.79,clear sky,2022-11-27 07:49:13
68,Asau,RO,46.4333,26.4,36.52,72,100,1.14,overcast clouds,2022-11-27 07:52:38
69,Portland,US,45.5234,-122.6762,45.61,85,100,8.01,overcast clouds,2022-11-27 07:52:39
70,Tuktoyaktuk,CA,69.4541,-133.0374,-5.42,94,100,7.52,overcast clouds,2022-11-27 07:52:39
71,Geraldton,AU,-28.7667,114.6,75.61,60,0,25.32,clear sky,2022-11-27 07:52:40
72,Severodvinsk,RU,64.5635,39.8302,1.51,85,62,7.38,broken clouds,2022-11-27 07:52:40
73,Caravelas,BR,-17.7125,-39.2481,72.45,97,100,3.78,moderate rain,2022-11-27 07:52:41
74,Tiksi,RU,71.6872,128.8694,-22.59,97,100,7.78,overcast clouds,2022-11-27 07:52:41
75,Kenai,US,60.5544,-151.2583,25.14,85,0,3.44,clear sky,2022-11-27 07:52:42
76,Kamaishi,JP,39.2667,141.8833,45.97,64,51,1.45,broken clouds,2022-11-27 07:52:42
77,Talnakh,RU,69.4865,88.3972,-3.8,97,100,12.44,overcast clouds,2022-11-27 07:52:43
78,Bluff,NZ,-46.6,168.3333,49.19,71,41,7.76,scattered clouds,2022-11-27 07:52:43
79,Paragominas,BR,-2.9667,-47.4833,71.4,93,99,2.17,overcast clouds,2022-11-27 07:52:44
80,Souillac,MU,-20.5167,57.5167,80.98,61,40,13.8,scattered clouds,2022-11-27 07:52:45
81,Mokama,IN,25.4,85.9167,81.36,27,0,3.78,clear sky,2022-11-27 07:52:46
82,Amahai,ID,-3.3333,128.9167,84.54,71,75,2.26,moderate rain,2022-11-27 07:52:46
83,Upernavik,GL,72.7868,-56.1549,10.49,87,100,8.46,overcast clouds,2022-11-27 07:48:56
84,Gornoye Loo,RU,43.7129,39.6049,55.18,95,100,7.27,overcast clouds,2022-11-27 07:52:47
85,Grand Gaube,MU,-20.0064,57.6608,81.0,62,0,10.0,clear sky,2022-11-27 07:52:47
86,Trairi,BR,-3.2778,-39.2689,80.2,70,100,11.7,overcast clouds,2022-11-27 07:50:56
87,Port Alfred,ZA,-33.5906,26.891,66.18,92,84,1.99,light rain,2022-11-27 07:52:48
88,Tancheng,CN,27.4375,115.4976,68.13,93,88,4.43,overcast clouds,2022-11-27 07:52:48
89,Astolfo Dutra,BR,-21.3153,-42.8622,69.67,98,100,2.51,overcast clouds,2022-11-27 07:53:49
90,Schmolln,DE,50.9,12.3667,36.45,96,23,5.75,few clouds,2022-11-27 07:53:50
91,Victoria,HK,22.2855,114.1577,78.96,88,93,13.0,overcast clouds,2022-11-27 07:53:50
92,Cabo San Lucas,MX,22.8909,-109.9124,71.51,70,0,3.0,clear sky,2022-11-27 07:51:08
93,Fez,MA,34.0372,-4.9998,44.85,39,0,5.75,clear sky,2022-11-27 07:53:51
94,Taltal,CL,-25.4,-70.4833,62.64,83,26,0.31,scattered clouds,2022-11-27 07:51:41
95,Fonte Boa,BR,-2.4959,-66.2662,72.95,100,100,2.28,overcast clouds,2022-11-27 07:53:52
96,Faanui,PF,-16.4833,-151.75,79.09,75,21,14.32,light rain,2022-11-27 07:53:52
97,Nohar,IN,29.1833,74.7667,78.8,12,2,2.62,clear sky,2022-11-27 07:53:53
98,Yellowknife,CA,62.456,-114.3525,12.72,85,100,5.75,light snow,2022-11-27 07:53:53
99,Makakilo City,US,21.3469,-158.0858,71.56,66,0,4.61,clear sky,2022-11-27 07:53:05
100,Mitsamiouli,KM,-11.3847,43.2844,88.09,55,40,11.5,scattered clouds,2022-11-27 07:53:54
101,Ponta Delgada,PT,37.7333,-25.6667,54.32,71,20,6.91,few clouds,2022-11-27 07:53:54
102,Tumsar,IN,21.3833,79.7333,80.46,24,0,3.18,clear sky,2022-11-27 07:53:55
103,Hofn,IS,64.2539,-15.2082,41.86,77,100,26.66,overcast clouds,2022-11-27 07:53:55
104,Opuwo,NA,-18.0607,13.84,84.0,14,7,6.2,clear sky,2022-11-27 07:53:56
105,Emmett,US,43.8735,-116.4993,38.35,84,100,5.01,overcast clouds,2022-11-27 07:53:57
106,Thompson,CA,55.7435,-97.8558,17.76,93,100,3.44,light snow,2022-11-27 07:53:57
107,Hermanus,ZA,-34.4187,19.2345,72.81,54,4,14.92,clear sky,2022-11-27 07:53:58
108,Barrow,US,71.2906,-156.7887,-2.18,78,75,3.44,broken clouds,2022-11-27 07:53:58
109,Cidreira,BR,-30.1811,-50.2056,70.12,90,66,14.58,broken clouds,2022-11-27 07:53:59
110,Pochutla,MX,15.7432,-96.4661,74.82,83,9,3.33,clear sky,2022-11-27 07:53:59
111,Castro,BR,-24.7911,-50.0119,59.74,97,99,6.15,overcast clouds,2022-11-27 07:54:00
112,Dikson,RU,73.5069,80.5464,16.34,94,100,3.58,overcast clouds,2022-11-27 07:53:19
113,Acapulco,MX,16.8634,-99.8901,76.33,86,93,2.53,overcast clouds,2022-11-27 07:54:01
114,Vaini,TO,-21.2,-175.2,78.96,94,75,5.75,broken clouds,2022-11-27 07:54:01
115,Yerbogachen,RU,61.2767,108.0108,-13.59,90,100,5.37,overcast clouds,2022-11-27 07:54:02
116,Nanakuli,US,21.3906,-158.1547,72.99,52,0,4.61,clear sky,2022-11-27 07:54:02
117,Digha,IN,21.6833,87.55,81.34,32,2,2.8,clear sky,2022-11-27 07:54:03
118,Mezen,RU,65.8522,44.24,13.42,89,100,7.18,overcast clouds,2022-11-27 07:54:03
119,Normandin,CA,48.8333,-72.5321,34.11,86,73,8.05,broken clouds,2022-11-27 07:54:04
120,Iranshahr,IR,27.2025,60.6848,79.14,15,0,4.61,clear sky,2022-11-27 07:54:04
121,Gobabis,NA,-22.45,18.9667,84.18,18,0,7.0,clear sky,2022-11-27 07:54:05
122,El Cope,PA,8.6167,-80.6,67.51,94,94,1.3,overcast clouds,2022-11-27 07:54:05
123,Ribeira Grande,PT,38.5167,-28.7,57.78,67,20,8.05,few clouds,2022-11-27 07:54:06
124,Villaviciosa,ES,43.4813,-5.4357,56.16,97,100,6.2,overcast clouds,2022-11-27 07:54:06
125,Avarua,CK,-21.2078,-159.775,75.25,73,100,9.22,overcast clouds,2022-11-27 07:54:07
126,Imeni Poliny Osipenko,RU,52.4201,136.4853,-0.02,95,8,2.59,clear sky,2022-11-27 07:54:07
127,Coihaique,CL,-45.5752,-72.0662,48.15,71,0,6.91,clear sky,2022-11-27 07:54:08
128,Kruisfontein,ZA,-34.0033,24.7314,68.88,52,59,9.55,light rain,2022-11-27 07:54:08
129,Antofagasta,CL,-23.65,-70.4,63.68,87,57,1.7,broken clouds,2022-11-27 07:54:09
130,Georgetown,MY,5.4112,100.3354,85.95,82,20,5.01,thunderstorm,2022-11-27 07:49:31
131,Lovozero,RU,68.005,35.0117,20.23,94,100,6.15,overcast clouds,2022-11-27 07:54:10
132,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,87,0,4.61,clear sky,2022-11-27 07:55:10
133,Sidrolandia,BR,-20.9319,-54.9614,63.82,73,0,5.7,clear sky,2022-11-27 07:55:11
134,Hamilton,US,39.1834,-84.5333,48.18,92,100,9.22,light rain,2022-11-27 07:55:11
135,Longyearbyen,SJ,78.2186,15.6401,22.84,80,75,3.44,broken clouds,2022-11-27 07:55:12
136,Naze,JP,28.3667,129.4833,70.72,64,72,14.58,broken clouds,2022-11-27 07:55:12
137,Reyes,BO,-14.3167,-67.3833,71.64,59,94,3.02,overcast clouds,2022-11-27 07:55:13
138,Ouargaye,BF,11.5033,0.0572,77.65,22,5,8.93,clear sky,2022-11-27 07:55:13
139,Matara,LK,5.9485,80.5353,82.44,72,52,7.36,broken clouds,2022-11-27 07:55:14
140,Miri,MY,4.4148,114.0089,84.34,74,40,1.14,scattered clouds,2022-11-27 07:55:14
141,Bayir,TR,37.2687,28.2167,46.92,61,100,4.23,overcast clouds,2022-11-27 07:55:15
142,Saint-Pierre,RE,-21.3393,55.4781,84.18,54,0,12.66,clear sky,2022-11-27 07:55:15
143,Winchester,GB,51.0651,-1.3187,55.65,97,75,3.44,broken clouds,2022-11-27 07:51:05
144,Tasiilaq,GL,65.6145,-37.6368,16.95,62,100,7.2,overcast clouds,2022-11-27 07:55:16
145,Mananjary,MG,-21.2167,48.3333,82.4,57,0,10.45,clear sky,2022-11-27 07:55:16
146,Maniitsoq,GL,65.4167,-52.9,24.21,77,100,11.7,overcast clouds,2022-11-27 07:55:17
147,Corralillo,CU,22.9819,-80.5856,72.9,92,7,7.76,moderate rain,2022-11-27 07:55:17
148,Ugoofaaru,MV,5.6667,73.0,80.94,70,100,4.83,overcast clouds,2022-11-27 07:55:18
149,Tazovskiy,RU,67.4667,78.7,13.37,95,100,13.8,light snow,2022-11-27 07:55:18
150,Alta Floresta,BR,-9.8756,-56.0861,69.57,99,100,3.06,light rain,2022-11-27 07:55:07
151,Havelock,US,34.8791,-76.9013,62.92,93,0,0.0,clear sky,2022-11-27 07:55:19
152,Eirunepe,BR,-6.6603,-69.8736,71.96,100,100,2.19,overcast clouds,2022-11-27 07:55:19
153,Ayagoz,KZ,47.9714,80.4392,-15.2,89,7,13.51,clear sky,2022-11-27 07:55:20
154,Hovd,MN,48.0056,91.6419,-1.12,48,58,5.64,broken clouds,2022-11-27 07:55:21
155,Hithadhoo,MV,-0.6,73.0833,81.81,74,88,9.53,overcast clouds,2022-11-27 07:55:21
156,Talcahuano,CL,-36.7167,-73.1167,53.28,100,100,5.75,mist,2022-11-27 07:55:22
157,Coahuayana,MX,18.7333,-103.6833,71.92,87,38,3.04,scattered clouds,2022-11-27 07:55:22
158,Solnechnyy,RU,50.7214,136.6319,8.74,95,37,3.91,scattered clouds,2022-11-27 07:55:23
159,Hasaki,JP,35.7333,140.8333,57.6,53,1,20.78,clear sky,2022-11-27 07:55:23
160,Warrington,GB,53.3925,-2.5802,50.99,87,100,1.01,overcast clouds,2022-11-27 07:55:24
161,Vila Velha,BR,-20.3297,-40.2925,72.95,95,75,2.3,broken clouds,2022-11-27 07:55:24
162,Jabinyanah,TN,35.035,10.9081,58.8,62,97,33.93,overcast clouds,2022-11-27 07:55:25
163,Russell,US,32.3502,-85.1999,67.19,94,100,8.05,heavy intensity rain,2022-11-27 07:55:25
164,Soyo,AO,-6.1349,12.3689,74.39,92,100,2.35,light rain,2022-11-27 07:55:26
165,Port Said,EG,31.2565,32.2841,64.38,72,40,5.75,scattered clouds,2022-11-27 07:55:27
166,Fairbanks,US,64.8378,-147.7164,11.08,87,100,0.0,light snow,2022-11-27 07:55:27
167,Flinders,AU,-34.5833,150.8552,73.26,88,92,2.95,overcast clouds,2022-11-27 07:55:28
168,Namatanai,PG,-3.6667,152.4333,82.2,69,100,7.07,overcast clouds,2022-11-27 07:55:28
169,Sarankhola,BD,22.3082,89.7897,85.35,30,4,3.71,clear sky,2022-11-27 07:55:29
170,Kavaratti,IN,10.5669,72.642,81.32,73,25,6.24,scattered clouds,2022-11-27 07:55:29
171,Saskylakh,RU,71.9167,114.0833,-3.89,98,100,4.97,overcast clouds,2022-11-27 07:55:30
172,Abu Samrah,SY,35.3029,37.1841,56.48,63,100,8.46,overcast clouds,2022-11-27 07:55:30
173,Necochea,AR,-38.5473,-58.7368,59.07,87,65,6.8,moderate rain,2022-11-27 07:55:31
174,Nikolayevsk-Na-Amure,RU,53.1406,140.73,14.11,92,100,8.81,light snow,2022-11-27 07:55:31
175,Amapa,BR,1.0,-52.0,70.18,100,100,0.76,overcast clouds,2022-11-27 07:55:32
176,Kavieng,PG,-2.5744,150.7967,83.64,71,90,8.21,overcast clouds,2022-11-27 07:55:32
177,Vilyuysk,RU,63.7553,121.6247,-39.01,100,72,2.01,broken clouds,2022-11-27 07:55:33
178,Atar,MR,20.5169,-13.0499,67.89,25,0,9.22,clear sky,2022-11-27 07:55:33
179,Quirinopolis,BR,-18.4483,-50.4517,67.59,51,0,2.17,clear sky,2022-11-27 07:56:34
180,Mount Isa,AU,-20.7333,139.5,87.57,45,40,18.41,scattered clouds,2022-11-27 07:56:34
181,Yaring,TH,6.8662,101.3689,83.28,68,39,6.55,scattered clouds,2022-11-27 07:56:35
182,Palmas,BR,-10.2128,-48.3603,73.27,94,40,2.3,scattered clouds,2022-11-27 07:56:35
183,Qaqortoq,GL,60.7167,-46.0333,30.51,90,100,3.47,overcast clouds,2022-11-27 07:56:36
184,Fukue,JP,32.6881,128.8419,62.96,67,0,2.3,clear sky,2022-11-27 07:56:36
185,Kupang,ID,-10.1667,123.5833,82.98,78,40,8.05,moderate rain,2022-11-27 07:56:37
186,College,US,64.8569,-147.8028,11.07,87,100,0.0,light snow,2022-11-27 07:56:37
187,Veraval,IN,20.9,70.3667,82.8,29,0,6.8,clear sky,2022-11-27 07:56:38
188,Dicabisagan,PH,17.0818,122.4157,81.79,70,10,5.1,clear sky,2022-11-27 07:56:38
189,Srednekolymsk,RU,67.45,153.6833,-43.26,99,43,0.89,scattered clouds,2022-11-27 07:56:38
190,Camana,PE,-16.6228,-72.7111,67.51,86,91,7.83,overcast clouds,2022-11-27 07:56:39
191,Maldonado,UY,-34.6667,-54.9167,69.22,81,99,8.61,overcast clouds,2022-11-27 07:52:26
192,Dabhol,IN,17.6,73.1667,86.4,55,5,8.61,clear sky,2022-11-27 07:56:40
193,Birao,CF,10.2849,22.7882,84.4,13,20,9.62,few clouds,2022-11-27 07:56:41
194,Carnarvon,AU,-24.8667,113.6333,75.25,66,0,22.35,clear sky,2022-11-27 07:56:41
195,Cap Malheureux,MU,-19.9842,57.6142,80.47,59,0,7.0,clear sky,2022-11-27 07:56:42
196,Bonthe,SL,7.5264,-12.505,77.34,88,65,4.09,light rain,2022-11-27 07:56:42
197,Ayan,RU,56.45,138.1667,2.66,77,0,14.9,clear sky,2022-11-27 07:56:43
198,Damaturu,NG,11.747,11.9608,74.88,28,73,10.45,broken clouds,2022-11-27 07:56:43
199,Airai,TL,-8.9266,125.4092,63.39,94,100,1.81,light rain,2022-11-27 07:56:44
200,Constitucion,CL,-35.3333,-72.4167,56.19,89,18,4.54,few clouds,2022-11-27 07:56:45
201,Taoudenni,ML,22.6783,-3.9836,71.92,31,96,16.13,overcast clouds,2022-11-27 07:56:45
202,Olavarria,AR,-36.8927,-60.3225,58.42,78,39,7.45,scattered clouds,2022-11-27 07:56:46
203,Jumla,NP,29.2747,82.1838,64.89,24,19,6.89,few clouds,2022-11-27 07:56:46
204,Svetlogorsk,BY,52.6333,29.7333,29.41,98,100,5.3,light snow,2022-11-27 07:56:47
205,Emmen,NL,52.7792,6.9069,42.58,87,100,8.01,light rain,2022-11-27 07:56:48
206,Lorengau,PG,-2.0226,147.2712,83.59,68,95,7.29,overcast clouds,2022-11-27 07:56:48
207,Puerto Colombia,CO,10.9878,-74.9547,78.89,89,100,7.61,overcast clouds,2022-11-27 07:56:49
208,Moose Factory,CA,51.2585,-80.6094,33.8,93,100,6.91,overcast clouds,2022-11-27 07:56:49
209,Gambela,ET,8.25,34.5833,78.48,64,100,2.46,overcast clouds,2022-11-27 07:56:50
210,Goundam,ML,16.4145,-3.6708,71.35,13,100,7.85,overcast clouds,2022-11-27 07:56:50
211,Klaksvik,FO,62.2266,-6.589,47.32,83,93,50.35,light rain,2022-11-27 07:56:51
212,Dzhebariki-Khaya,RU,62.2167,135.8,-48.28,100,46,0.29,scattered clouds,2022-11-27 07:56:51
213,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.1,96,98,13.65,light rain,2022-11-27 07:56:52
214,Port Elizabeth,ZA,-33.918,25.5701,71.31,70,75,7.0,broken clouds,2022-11-27 07:52:18
215,Henties Bay,NA,-22.116,14.2845,62.15,73,79,8.72,broken clouds,2022-11-27 07:56:52
216,Hornepayne,CA,49.2138,-84.7705,32.22,81,100,8.97,overcast clouds,2022-11-27 07:56:53
217,Broken Hill,AU,-31.95,141.4333,76.46,25,31,15.43,scattered clouds,2022-11-27 07:56:53
218,Mandurah,AU,-32.55,115.7,66.22,67,0,23.04,clear sky,2022-11-27 07:56:54
